agenda_date,RIN,agency_code,agency_name,department_code,department_name,rule_title,abstract,priority,RIN_status,rule_stage,major,CFR,legal_authority,regulatory_flexibility_analysis,statement_of_need,summary_of_the_legal_basis,alternatives,federalism,cost_and_benefits,risks,agency_contact_list,legal_deadline1,legal_deadline2,legal_deadline3,legal_deadline4,legal_deadline5,legal_deadline6,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25
199510,7100-AB52,7100,Federal Reserve System,,,Standards for Safety and Soundness (Docket Number: R-0766),"Section 132 of the Federal Deposit Insurance Corporation Improvement Act of 1991 (FDICIA) directs each Federal banking agency to prescribe standards regarding operations, management, asset quality, earnings, stock valuation (to the extent feasible), and employee compensation. In July 1992, the Board requested public comment on an interagency advance notice of proposed rulemaking (57 FR 31336, July 15, 1992). After considering the public's comments, a notice of proposed rulemaking was developed that contains broad principle-based standards that leave the method for meeting such standards largely in the province of management. ^PA draft notice of proposed rulemaking was approved by the Board in April 1993, and an interagency notice was published in November 1993 (58 FR 60802, November 18, 1993). ^PIn September 1994, the Riegle Community Development and Regulatory Improvement Act of 1994 modified section 132 by: (1) providing the agencies with the option to promulgate standards as guidelines rather than regulations; (2) removing bank holding companies from the scope of section 132; and (3) giving each agency discretion to prescribe standards relating to earnings, asset quality, and stock valuation that it deems appropriate. ^PAlthough the legislative changes allow the standards to be issued as guidelines, the enforcement provisions relating to compliance plans must be issued as regulations. Accordingly, in February 1995, following review of the public comments, the Board adopted a final rule and guidelines for section 132 taking into account these changes. The final rule is not expected to have a significant economic impact on small institutions. ^PThe Board also approved for comment proposed guidelines for asset quality and earnings that represent broader, more comprehensive standards than the rigid ratios or minimums originally mandated by section 132. The final rule and guidelines and proposed guidelines were published in a joint agency notice in July 1995 (60 FR 35673 and 35688, July 10, 1995). ^PFollowing review of the public comments, the Board is expected to take further action on the proposed asset quality and earnings guidelines by year-end.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,12 CFR ch II,PL 102-242,No,,,,,,,"Roger,Cole,T.,Senior Associate Director,7100,Federal Reserve System,FRS,202 452-2618,Division of Banking Supervision and Regulation",Statutory; Final; 12/01/1993;   ,,,,,,Board requested public comment; 07/15/1992; 57 FR 31336,Board issued notice of proposed rulemaking; 11/18/1993; 58 FR 60802,Board adopted rule and guidelines; 07/10/1995; 60 FR 35678,Board requested comment on additional guidelines; 07/10/1995; 60 FR 35688,Further Board action by; 12/00/1995,,,,,,,,,,,,,,,,,,,,
199510,7100-AB82,7100,Federal Reserve System,,,Ten Percent Revenue Limit on Bank-Ineligible Activities of Subsidiaries of Bank Holding Companies (Docket Number: R-0841),"Section 20 of the Glass-Steagall Act prohibits a member bank from being affiliated with a company that is ""engaged principally"" in underwriting and dealing in securities that a bank may not underwrite and deal in directly (""ineligible securities""). In July 1994, the Board issued for public comment a proposal to provide an alternative to the current indexed revenue test used to measure compliance with the ""engaged principally"" standard (59 FR 35516, July 12, 1994). The current test limits to 10 percent revenue earned from ineligible securities activities relative to the total revenue of a bank holding company subsidiary engaged, to a limited extent, in underwriting and dealing in ineligible securities (""section 20 subsidiary""). Comments were solicited on whether asset values or sales volume data, or a combination of both measures, should be used as a new alternative test. In 1993, the Board solicited comment on a proposed test based on asset values, then deferred a decision to adopt such a test. The current proposal would allow section 20 subsidiaries additional flexibility in the conduct of their securities operations and arises due to the Board's increased experience in reviewing and monitoring the activities and operations of these subsidiaries. The proposal would not have a significant economic impact on small entities nor on a substantial number of bank holding companies. ^PFollowing review of the public comments, the Board is expected to take further action by year-end.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Final Rule Stage,,Not yet determined,12 USC 377,No,,,,,,,"Thomas,Corsi,M.,Managing Senior Counsel,7100,Federal Reserve System,FRS,202 452-3275,Legal Division",,,,,,,Board requested comment; 07/12/1994; 59 FR 35516,Further Board action by; 12/00/1995,,,,,,,,,,,,,,,,,,,,,,,
199510,7100-AB91,7100,Federal Reserve System,,,Regulation: E -- Electronic Fund Transfers (Docket Number: R-0859),"In December 1994, the Board published for comment an interim rule amending Regulation E to eliminate the requirement that an electronic terminal receipt disclose a number or code that uniquely identifies the consumer, the consumer's account, or the access device (59 FR 61787, December 2, 1994). This requirement posed a significant security risk for consumers and financial institutions by making information accessible to criminals that they then used to withdraw funds from consumers' accounts. By deleting the requirement for a unique identifier, the Board enabled institutions to truncate card and account numbers. With a truncated number, it becomes less feasible for a criminal to duplicate a card with an account number that matches the consumer's number. The amendment will reduce fraud without compromising the consumer's ability to identify transactions at ATMs. By helping to prevent fraud, the proposed amendment will have a positive economic effect on small entities and will reduce regulatory burden for many state member banks by removing the restriction on required disclosures. ^PIn March 1995, following review of the public comments, the Board adopted a final rule in substantially the form proposed (60 FR 15032, March 22, 1995).","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,12 CFR 205,15 USC 1693,No,,,,,,,"Jane,Gell,Jensen,Senior Attorney,7100,Federal Reserve System,FRS,202 452-3667,Division of Consumer and Community Affairs",,,,,,,Board adopted interim rule with request for comment; 12/02/1994; 59 FR 61787,Board adopted final rule; 03/22/1995; 60 FR 15032,,,,,,,,,,,,,,,,,,,,,,,
199510,7100-AB85,7100,Federal Reserve System,,,Regulation: H -- Membership of State Banking Institutions in the Federal Reserve System; and Regulation: Y -- Bank Holding Companies and Change in Bank Control (Docket Number: R-0845),"In August 1994, the Board approved issuing for public comment a proposal to amend the risk-based capital treatment of certain derivative transactions (59 FR 43508, August 24, 1994). The effect of the proposal would be twofold. First, the proposal would revise and expand the set of conversion factors used to calculate the potential future exposure of derivative contracts. Under this part of the proposal, long-dated interest and exchange rate contracts would be subject to new, higher conversion factors, and new conversion factors would be applied to equity, precious metal, and other commodity derivative contracts. The second part of the proposal would recognize effects of bilateral netting arrangements in the calculation of potential future exposure for derivative contracts subject to qualifying netting arrangements. It is not expected that this proposal will have a significant economic impact on a substantial number of small business entities. ^PIn August 1995, following review of the public comments, the Board adopted the rule substantially as proposed (60 FR 46170, September 5, 1995). However, in response to comments received, the Board has lowered the proposed conversion factor for commodity contracts with remaining maturities of one year or less from 12 percent to 10 percent and has revised the calculation of potential future exposure to recognize greater reductions in potential future exposure for certain derivative contracts subject to bilateral netting arrangements.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,"12 CFR 208, app A; 12 CFR 225, app A",12 USC 36; 12 USC 248(c); 12 USC 371(d); 12 USC 461; 12 USC 601; 12 USC 611; 12 USC 1817(j)(13); 12 USC 1818; 12 USC 1823(j); 12 USC 1828(o); 12 USC 1831i; 12 USC 1843(c)(8); 12 USC 1972(i); 12 USC 3105; 12 USC 3106; ...,No,,,,,,,"Roger,Cole,T.,Senior Associate Director,7100,Federal Reserve System,FRS,202 452-2618,Division of Banking Supervision and Regulation",,,,,,,Board approved request for comment; 08/24/1994; 59 FR 43508,Board adopted proposal; 09/05/1995; 60 FR 46170,,,,,,,,,,,,,,,,,,,,,,,
199510,7100-AB93,7100,Federal Reserve System,,,Regulation: H -- Membership of State Banking Institutions in the Federal Reserve System; and Regulation: Y -- Bank Holding Companies and Change in Bank Control (Docket Number: R-0870),"In January 1995, the Board approved issuing for public comment a proposal to amend its risk-based and leverage capital guidelines for State member banks and its risk-based capital guidelines for bank holding companies to reduce the capital requirement for small business obligations transferred with recourse by qualified banking organizations (60 FR 6042, February 1, 1995). This proposal would implement section 208 of the Riegle Community Development and Regulatory Improvement Act of 1994. ^PUnder the proposal, qualifying institutions that transfer small business obligations with recourse would be required to maintain capital only against the amount of recourse retained, provided certain criteria are met. The total outstanding amount of recourse retained on transfers of small business obligations receiving the preferential capital treatment generally could not exceed 15 percent of an institution's total risk-based capital. It is not expected that this proposal would have a significant economic impact on a substantial number of small banking organizations. ^PIn August 1995, following review of the public comments, the Board adopted the proposal (60 FR 45612, August 31, 1995). The final rule does not, as proposed, amend the leverage capital guidelines for State member banks to require that the off-balance sheet amount of retained recourse on small business loans sold with recourse be included in the calculation of the leverage ratio. The Board has concluded that the leverage ratio should continue to be based primarily on the amount of average total on-balance sheet as reported in the Call Report.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,"12 CFR 208, app A; 12 CFR 225, app A",12 USC 36; 12 USC 248(a); 12 USC 248(c); 12 USC 321 to 338a; 12 USC 371d; 12 USC 461; 12 USC 481 to 486; 12 USC 601; 12 USC 611; 12 USC 1814; 12 USC 1817(j)(13); 12 USC 1818; 12 USC 1823(j); 12 USC 1828(o); 12 USC 1831i,No,,,,,,,"Thomas,Boemio,R.,Manager,7100,Federal Reserve System,FRS,202 452-2982,Division of Banking Supervision and Regulation",Statutory; Final; 03/22/1995;   ,,,,,,Board requested comment; 02/01/1995; 60 FR 6042,Board adopted proposal; 08/31/1995; 60 FR 45612,,,,,,,,,,,,,,,,,,,,,,,
199510,7100-AB94,7100,Federal Reserve System,,,Regulation: Y -- Bank Holding Companies and Change in Bank Control (Docket Number: R-0851),"In October 1994, the Board issued for public comment a proposed exception to the anti-tying restrictions of section 106 of the Bank Holding Company Act and the Board's Regulation Y (59 FR 53761, October 26, 1994). The proposal would establish by regulation a ""safe harbor"" permitting a bank to offer a discount on any product or package of products if a customer maintains a combined balance in deposits and other products specified by the bank. The Board previously granted a similar exception by order to Fleet Financial Group, Inc., Providence, Rhode Island. ^PThe proposal is not expected to have a significant economic impact on small institutions. ^PIn April 1995, following review of the public comments, the Board adopted the proposal substantially as proposed (60 FR 20186, April 25, 1995).","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,12 CFR 225.7,12 USC 1972(1),No,,,,,,,"Greg,Baer,Managing Senior Counsel,7100,Federal Reserve System,FRS,202 452-3236,Legal Division,Washington,DC,20429",,,,,,,Board requested comment; 10/26/1994; 59 FR 53761,Board adopted proposal; 04/25/1995; 60 FR 20186,,,,,,,,,,,,,,,,,,,,,,,
199510,7100-AB96,7100,Federal Reserve System,,,Regulation: Z -- Truth in Lending (Docket Number: R-0858),"Sections 151 to 154 of the Riegle Community Development and Regulatory Improvement Act of 1994 amend the Truth in Lending Act to impose on creditors disclosure requirements about the potential cost of reverse mortgage transactions and disclosure requirements and substantive limitations on home mortgage transactions with high rates or high fees. To implement sections 151 to 154, in December 1994 the Board published for comment amendments to Regulation Z (59 FR 61832, December 2, 1994). The types of mortgages that trigger these new requirements are not typically offered by small institutions; thus, the requirements would not have a significant economic impact on those institutions. ^PIn March 1995, following review of the public comments, the Board adopted the amendments in substantially the form proposed (60 FR 15463, March 24, 1995).","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,12 CFR 226,12 USC 3806; 12 USC 1604; 12 USC 1637(c)(5),No,,,,,,,"Jane,Ahrens,Senior Counsel,7100,Federal Reserve System,FRS,202 452-2412,Division of Consumer and Community Affairs",Statutory; Final; 03/22/1995;   ,,,,,,Board requested public comment; 12/02/1994; 59 FR 61832,Board adopted amendments; 03/24/1995; 60 FR 15463,,,,,,,,,,,,,,,,,,,,,,,
199510,7100-AB75,7100,Federal Reserve System,,,Regulation: BB--Community Reinvestment (Docket Number: R-0822),"In December 1993, the Board and the other financial supervisory agencies proposed for public comment amendments to the regulations implementing the Community Reinvestment Act (CRA). The proposed regulations would replace the existing regulations. The purpose of the proposal was to develop more objective and enforceable regulatory requirements while reducing regulatory burden. To do this, the proposal called for a new set of tests of banks' CRA-related performance based on their lending, services, and investments in low- and moderate-income communities. It would also have required the collection of new data for larger banks but would have provided for a streamlined assessment of the performance of smaller banks. ^PIn October 1994, following review of the public comments, the Board and the other agencies issued a revised proposal for comment (59 FR 51232, October 7, 1994). One significant element of the revised proposal was the addition of a requirement that larger banks collect data on the race and gender of the owners of small farms and businesses who receive or, in some instances, unsuccessfully apply for credit. In order to coordinate collection of those data with collection of data already required by the Home Mortgage Disclosure Act, technical conforming amendments were simultaneously proposed by the Board for its Regulation C (Home Mortgage Disclosure). ^PIn May 1995, following review of the public comments, the Board and the other agencies adopted a final revised Regulation BB (60 FR 22155, May 4, 1995). The Regulation is similar to the 1994 proposal in most respects but did not include any provision for collection of race and gender data regarding small business and small farm credit applicants. In addition, the Board approved final revisions to Regulation C substantially as proposed (60 FR 22223, May 4, 1995). All insured depositories are subject to the regulation. It is the purpose of this regulatory action to reduce regulatory burden, particularly on smaller institutions, and it is not expected to have a significant economic impact on a substantial number of small banks.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,12 CFR 228,12 USC 321; 12 USC 325; 12 USC 1814; 12 USC 1816; 12 USC 1828,Yes,,,,,,,"Glenn,Loney,E.,Associate Director,7100,Federal Reserve System,FRS,202 452-3585,Division of Consumer and Community Affairs",,,,,,,Board requested public comment; 12/21/1993; 58 FR 67465,Board requested public comment on a revised proposal; 10/07/1994; 59 FR 51232,Board adopted proposals; 05/04/1995; 60 FR 22155,,,,,,,,,,,,,,,,,,,,,,
199510,7100-AB98,7100,Federal Reserve System,,,Internal Appeals Process (Docket Number: R-0867),"Section 309 of the Riegle Community Development and Regulatory Improvement Act of 1994 requires the Federal banking agencies to adopt an independent internal appeals process. In December 1994, the Board requested public comment on procedures similar to those currently in use by the Federal Reserve Banks (59 FR 67297, December 29, 1994). The procedures are available to any institution supervised by the Federal Reserve that wishes to appeal a material supervisory determination. Under the procedures, an institution wishing to appeal can have that appeal heard by a disinterested person or persons at the Reserve Bank, with a further right of appeal to the Reserve Bank President and to the Board of Governors. The procedures set forth deadlines to ensure that all appeals are heard and decided expeditiously. It is not expected that the procedures will have a significant economic impact on small institutions. ^PIn March 1995, following review of the public comments, the Board adopted final guidelines substantially as proposed (60 FR 16470, March 30, 1995).","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,Not yet determined,12 USC 4806,No,,,,,,,"Greg,Baer,Managing Senior Counsel,7100,Federal Reserve System,FRS,202 452-3236,Legal Division,Washington,DC,20429",Statutory; Final; 03/22/1995;   ,,,,,,Board requested public comment; 12/29/1994; 59 FR 67297,Board adopted guidelines; 03/30/1995; 60 FR 16470,,,,,,,,,,,,,,,,,,,,,,,
199510,3084-AA50,3084,Federal Trade Commission,,,Rules and Regulations Under the Wool Products Labeling Act of 1939,"The Wool Products Labeling Act of 1939 (Wool Act) requires covered wool products to be marked with (1) the generic names and percentages by weight of the constituent fibers present in the wool product; (2) the name under which the manufacturer or another responsible USA company does business, or in lieu thereof, the registered identification number (RN) of such a company; and (3) the name of the country where the wool product was processed or manufactured. Pursuant to Section 6(a) of the Wool Act, ""the Commission is authorized and directed to make rules and regulations for the manner and form of disclosing information required by this Act ... and to make such further rules and regulations under and in pursuance of the terms of this Act as may be necessary and proper for administration and enforcement."" These implementing rules and regulations are set forth at 16 CFR 300. As part of its systematic review of all current Commission regulations and guides, the Commission requested comments on, among other things, the economic impact of and the continuing need for, these rules, possible conflict between the rules and State, local and other federal laws, and the effect on the rules of any technological, economic, or other industry changes.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Prerule Stage,,16 CFR 300,15 USC 68 Wool Products Labeling Act of 1939,Undetermined,,,,,,,"Bret,Smart,S.,Los Angeles Regional Office,3084,Federal Trade Commission,FTC,310 235-4016,Suite 13209, Los Angeles Regional Office, 11000 Wilshire Boulevard,Los Angeles,CA,90024",,,,,,,Begin Reg Flex Review; 05/06/1994; 59 FR 23645,Extension of Comment Period; 09/12/1994; 59 FR 46778,Comment Period End; 10/15/1994,Recommendation to Commission; 12/00/1995,,,,,,,,,,,,,,,,,,,,,
199510,3084-AA51,3084,Federal Trade Commission,,,Rules and Regulations Under the Fur Products Labeling Act,"The Fur Products Labeling Act (Fur Act) requires covered furs and fur products to be labeled, invoiced, and advertised to show (1) the name(s) of the animal that produced the fur(s); (2) where such is the case, that the fur is used fur or contains used fur; (3) where such is the case, that the fur is bleached, dyed, or otherwise artificially colored; and (4) the name of the country of origin of any imported furs used in the fur product. Pursuant to Section 8(b) of the Fur Act, ""The Commission is authorized and directed to prescribe rules and regulations governing the manner and form of disclosing information required by this Act and such further rules and regulations as may be necessary and proper for purposes of administration and enforcement of this Act."" These implementing rules are set forth at 16 CFR 301. As part of its systematic review of all current Commission regulations and guides, the Commission requested comments on, among other things, the economic impact of, and the continuing need for, these rules, possible conflict between the rules and state, local and other federal laws, and the effect on the rules of any technological, economic, or other industry changes.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Prerule Stage,,16 CFR 301,15 USC 69 Fur Products Labeling Act,Undetermined,,,,,,,"Bret,Smart,S.,Los Angeles Regional Office,3084,Federal Trade Commission,FTC,310 235-4016,Suite 13209, Los Angeles Regional Office, 11000 Wilshire Boulevard,Los Angeles,CA,90024",,,,,,,Begin Reg Flex Review; 05/06/1994; 59 FR 23645,Extension of Comment Period; 09/12/1994; 59 FR 46778,Comment Period End; 10/15/1994,Recommendations to Commission; 12/00/1995,,,,,,,,,,,,,,,,,,,,,
199510,3084-AA52,3084,Federal Trade Commission,,,Rules and Regulations Under the Textile Fiber Products Identification Act,"The Textile Fiber Products Identification Act (Textile Act) requires wearing apparel and other covered household textile articles to be marked with (1) the generic names and percentages by weight of the constituent fibers present in the textile fiber product; (2) the name under which the manufacturer or another responsible USA company does business, or in lieu thereof, the registered identification number (RN) of such a company; and (3) the name of the country where the textile product was processed or manufactured. Pursuant to Section 7(c) of the Textile Act, ""the Commission is authorized and directed to make such rules and regulations, including the establishment of generic names of manufactured fibers, under and in pursuance of the terms of this Act as may be necessary and proper for administration and enforcement."" These implementing rules are set forth at 16 CFR 303. As part of its systematic review of all current Commission regulations and guides, the Commission requested comments on, among other things, the economic impact of, and the continuing need for, these rules, possible conflict between the rules and State, local and other Federal laws, and the effect on the rules of any technological, economic, or other industry changes. Although this rulemaking was commenced prior to the Reinventing Government Initiative, it has been included as part of that Initiative because further proceedings in connection with this matter will be consistent with that Initiative.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Prerule Stage,,16 CFR 303,15 USC 70 Textile Fiber Products Identification Act,Undetermined,,,,,,,"Bret,Smart,S.,Los Angeles Regional Office,3084,Federal Trade Commission,FTC,310 235-4016,Suite 13209, Los Angeles Regional Office, 11000 Wilshire Boulevard,Los Angeles,CA,90024",,,,,,,Begin Reg Flex Review; 05/06/1994; 59 FR 23646,Extension of Comment Period; 09/12/1994; 59 FR 46779,Comment Period End; 10/15/1994,Recommendations to Commission; 10/00/1995,,,,,,,,,,,,,,,,,,,,,
199510,3084-AA56,3084,Federal Trade Commission,,,The Used Car Rule,"The purpose of the Used Car Rule, which became effective on May 9, 1985, is to prevent and discourage oral misrepresentations and omissions of material facts by used car dealers concerning warranty coverage. The Rule provides a uniform method for written disclosure of warranty information on a window sticker called a ""Buyers Guide."" The Rule requires sellers to disclose on the Buyers Guide the basic terms and conditions of any warranty offered in connection with the sale of a used car, including the duration of coverage, the percentage of total repair costs to be paid by the dealer, and the systems covered by the warranty. The Rule also requires certain other disclosures that must be printed on the Buyers Guide, including: a suggestion that consumers ask the dealer if a pre-purchase inspection is permitted; a warning against reliance on spoken promises that are not confirmed in writing; and a list of the 14 major systems of an automobile and the major problems that may occur in these systems. The Rule also provides that the Buyers Guide disclosures are to be incorporated by reference into the sales contract, and are to govern in the event of an inconsistency between the Buyers Guide and the sales contract. As part of the Commission's ongoing project to review all rules periodically, the Commission has published a Federal Register Notice seeking public comment on the cost and benefits and other impacts of the Rule. The purpose of the review is to determine whether the Commission should consider amending, repealing, or retaining the Rule as is. Pursuant to the Regulatory Flexibility Act, the Commission also solicited comments on the Rule's impact on small business, and on whether the Rule should be amended to minimize any significant impact upon small economic entities. Although this rulemaking was commenced prior to the Reinventing Government Initiative it has been included as part of that Initiative because further proceedings in connection with this matter will be consistent with that Initiative.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Prerule Stage,,16 CFR 455,15 USC 45 to 58,Yes,,,,,,,"George,Mickum IV,Brent,Division of Enforcement, Bureau of Consumer Protection,3084,Federal Trade Commission,FTC,202 326-3132,Washington,DC,20580",,,,,,,Begin Reg Flex and Periodic Review; 05/06/1994; 59 FR 23647,Comment PeriodEnd; 07/06/1994,Recommendations to Commission; 08/21/1995,Commission Action; 11/00/1995,,,,,,,,,,,,,,,,,,,,,
199510,3084-AA60,3084,Federal Trade Commission,,,Trade Regulation Rule Concerning the Labeling and Advertising of Home Insulation,"The Federal Trade Commission's Trade Regulation Rule Concerning the Labeling and Advertising of Home Insulation (""R-Value Rule"") became effective on September 29, 1980. The Rule is designed to assist consumers in evaluating and comparing the thermal performance characteristics of competing home insulation products. Specifically, the Rule requires manufacturers of home insulation products to provide information about the product's degree of resistance to the flow of heat (R-Value). The Rule also establishes uniform standards for testing, information disclosure and substantiation of product performance claims. As part of its systematic review of all current Commission rules and guides, the Commission requested comments on, among other things, the economic impact of, and the continuing need for, this Rule, possible conflicts between the Rule and state, local and other federal laws, and the effect on the Rule of any technological, economic, or other industry changes.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Prerule Stage,,16 CFR 460,15 USC 41 et seq,Yes,,,,,,,"Kent,Howerton,C.,Attorney,3084,Federal Trade Commission,FTC,202 326-3013,khowerton@ftc.gov,Enforcement Division, Bureau of Consumer Protection,Washington,DC,20580",,,,,,,Request for Comments; 04/06/1995; 60 FR 17492,Comment Period End; 06/06/1995,Recommendations to the Commission; 11/00/1995,Final Commission Action; 02/00/1996,,,,,,,,,,,,,,,,,,,,,
199510,3084-AA61,3084,Federal Trade Commission,,,Trade Regulation Rule for the Incandescent Lamp (Light Bulb) Industry,"The Federal Trade Commission's Trade Regulation Rule for the Incandescent Lamp (Light Bulb) Industry became effective on January 25, 1971. The Rule is designed to assist consumers in making informed purchases of light bulbs for specific needs. Specifically, the Rule requires the disclosures of, in accordance with uniform specifications, the electrical power consumed (expressed as average initial wattage), the light output (expressed as average initial lumens), and the average laboratory life (expressed in hours) on light bulb packages. In addition, the average initial wattage and design voltage must appear on the bulbs themselves. As part of its systematic review of all current Commission rules and guides, the Commission has requested comments on, among other things, the economic impact of, and the continuing need for, this Rule, possible conflicts between the Rule and state, local and other federal laws, and the effect on the Rule of any technological, economic, or other industry changes. In addition, the Commission requested comment as to whether it should modify provisions of the Rule that duplicate or overlap with provisions in the Appliance Labeling Rule. Although this rulemaking was commenced prior to the Reinventing Government Initiative, it has been included as part of that Initiative because further proceedings in connection with this matter will be consistent with that Initiative.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Prerule Stage,,16 CFR 409,15 USC 41 et seq,Yes,,,,,,,"Kent,Howerton,C.,Attorney,3084,Federal Trade Commission,FTC,202 326-3013,khowerton@ftc.gov,Enforcement Division, Bureau of Consumer Protection,Washington,DC,20580",,,,,,,Request for Comments; 04/06/1995; 60 FR 17491,Comment Period End; 08/07/1995,Recommendations to the Commission; 11/00/1995,Commission Action; 02/00/1996,,,,,,,,,,,,,,,,,,,,,
199510,3084-AA62,3084,Federal Trade Commission,,,Trade Regulation Rule Concerning Misbranding and Deception as to Leather Content of Waist Belts,"The Federal Trade Commission's Trade Regulation Rule Concerning Misbranding and Deception as to Leather Content of Waist Belts (Leather Belt Rule) makes it an unfair method of competition and an unfair and deceptive act or practice to misrepresent a belt's leather content or the type of animal hide or skin from which the belt is made. The Rule also prohibits the sale or distribution of belts without adequate disclosures as to their leather content or type of animal hide or skin if the appearance of the product would deceive consumers. As part of its systematic review of all current Commission rules and guides, the Commission requested comments on, among other things, the economic impact of, and the continuing need for, this Rule, possible conflicts between the Rule and state, local and other federal laws, and the effect on the Rule of any technological, economic, or other industry changes. The Commission received ten comments on the Leather Belt Rule. After reviewing the comments, the Commission announced that, in order to avoid unnecessary duplication, it had decided to publish an ANPR seeking comment on whether the Rule should be three separate industry guides for various leather products into one set of guides. These new consolidated guides also would cover leather belts.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Prerule Stage,,16 CFR 405,15 USC 41-58,Undetermined,,,,,,,"Lemuel,Dowdy,W.,Division of Enforcement, Bureau of Consumer Protection,3084,Federal Trade Commission,FTC,202 326-2981,Division of Enforcement, Bureau of Consumer Protection,Washington,DC,20580",,,,,,,Request for Comments; 03/27/1995; 60 FR 15725,Comment Period End; 05/26/1995,Recommendations to the Commission; 07/21/1995,ANPRM; 09/18/1995; 60 FR 48070,ANPRM Comment Period End; 10/18/1995,NPRM; 12/00/1995,Final Commission Action; 02/00/1996,,,,,,,,,,,,,,,,,,
199510,3084-AA63,3084,Federal Trade Commission,,,Trade Regulation Rule on Franchising and Business Opportunity Ventures,"The Federal Trade Commission's Trade Regulation Rule on Franchising and Business Opportunity Ventures (Franchise Rule) became effective on October 21, 1979. The Rule is designed to reduce deceptive and unfair practices in the sale of franchises and business opportunities by requiring the pre-sale disclosure of material information about the franchise. For example, the Rule requires franchisors to disclose their business background and litigation history, as well as the number of failed and terminated franchise units. The Rule also requires the disclosure of material terms of the franchise relationship, such as recurring fees and termination and renewal rights. The Rule further requires the franchisor to provide an audited financial statement for the past three fiscal years. Finally, the Rule requires any franchisor who makes earnings representations to provide the prospective franchisee with an earnings claims document that substantiates those claims. As part of its systematic review of all current Commission rules and guides, the Commission is requesting comments about the overall costs and benefits of the Rule and what effects, if any, have changes in relevant technology, economic conditions, and industry practices had on the Rule. The Commission may also consider other areas of the Rule, as appropriate.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Prerule Stage,,16 CFR 436,15 USC 41 to 58,Yes,,,,,,,"Steven,Toporoff,Attorney,3084,Federal Trade Commission,FTC,202 326-3135,stoporoff@ftc.gov,Division of Marketing Practices, Bureau of Consumer Protection, 600 Pennsylvania Avenue NW.,Washington,DC,20580",,,,,,,Request for Comments; 04/15/1995,Comment Period End; 08/11/1995,Public Workshop; 09/12/1995,Recommendations to the Commission; 01/00/1996,Final Action; 04/00/1996,,,,,,,,,,,,,,,,,,,,
199510,3084-AA23,3084,Federal Trade Commission,,,Premerger Notification Rules and Report Form,"The Premerger Notification Rules and the Antitrust Improvements Act Notification and Report Form were adopted pursuant to Section 7A of the Clayton Act. Section 7A requires firms of a certain size contemplating mergers or acquisitions of a specified size to file notification with the Federal Trade Commission (FTC) and the Department of Justice (DOJ) and to wait a designated period before consummating the transaction. It also requires the FTC, with the concurrence of the Assistant Attorney General for Antitrust, to promulgate rules requiring that notification be in a form and contain information necessary to enable the FTC and DOJ to determine whether the proposed acquisition may, if consummated, violate the antitrust laws. These rules are continually reviewed in order to improve the program's effectiveness and reduce the paperwork burden on the business community. The Commission proposed modifications to the Premerger Notification and Report form during fiscal year 1994. In September 1985, the Commission proposed to amend the Rule's treatment of acquisitions of goods or realty made in the ordinary course of business. The Commission will reconsider what action, if any, to take on possible amendments regarding such acquisitions. In addition, on August 9, 1995, the Commission published a final rule that removed 16 CFR part 800, the transitional rule addressing the treatment of acquisitions consummated before, and notification filed on or before September 5, 1978.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,16 CFR 801 to 803,15 USC 18a Clayton Act,No,,,,,,,"John,Sipple,M.,Jr.,Assistant Director, Pre-Merger Notification,3084,Federal Trade Commission,FTC,202 326-2862,Bureau of Competition,Washington,DC,20580",,,,,,,Begin Review; 09/30/1981,Begin Review; 09/30/1981,NPRM -- Ordinary Course; 09/24/1985; 50 FR 38742,NPRM - HSR Form Changes; 06/14/1994; 59 FR 30545,NPRM - Ordinary Course; 07/28/1995; 60 FR 38930,Part 800 Repealed; 08/09/1995; 60 FR 40704,NRM - HSR Form Changes; 11/00/1995,NRM - Ordinary Course; 11/00/1995,,,,,,,,,,,,,,,,,
