agenda_date,RIN,agency_code,agency_name,department_code,department_name,rule_title,abstract,priority,RIN_status,rule_stage,major,CFR,legal_authority,regulatory_flexibility_analysis,statement_of_need,summary_of_the_legal_basis,alternatives,federalism,cost_and_benefits,risks,agency_contact_list,legal_deadline1,legal_deadline2,legal_deadline3,legal_deadline4,legal_deadline5,legal_deadline6,legal_deadline7,action1,action2,action3,action4,action5,action6,action7,action8,action9,action10,action11,action12,action13,action14,action15,action16,action17,action18,action19,action20,action21,action22,action23,action24,action25,action26,action27,action28,action29,action30,action31,action32,action33,action34,action35,action36,action37,action38,action39,action40,action41,action42,action43,action44,action45,action46,action47,action48,action49,action50,action51,action52,action53,action54,action55,action56,action57,action58
199510,0970-AB15,0970,Administration for Children and Families,0900,Department of Health and Human Services,Block Grant Programs (Low-Income Home Energy Assistance Program -- LIHEAP) FY 91 and FY 92 Provisions,"This final rule amends the Department's regulations governing the administration of block grant programs; this rule applies to the Low-Income Home Energy Assistance Program (LIHEAP). The rule revises provisions included in an interim final rule published 01/16/92, that amended the block grant regulations and implemented changes to the LIHEAP statute which were made by the Augustus F. Hawkins Human Services Reauthorization Act of 1990 (Pub. L. 101-501). These changes involve the Department's response to formal complaints, a reduction in the percent of LIHEAP funds that grantees may carry forward from one fiscal year to the next, waiver authority to increase the percent of LIHEAP funds that grantees may use for weatherization from 15% to 25%, a requirement for additional outreach and intake services under certain circumstances, and a new leveraging incentive program. This final rule also makes several related, largely technical amendments to the block grant regulations.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,45 CFR 96,42 USC 8621 et seq,No,,,,,,,"Janet,Fox,M.,Director, Division of Energy Assistance, Office of Community Services,0970,Administration for Children and Families,ACF,202 401-9351,370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,Interim Final Rule; 01/16/1992; 57 FR 1960,Final Action; 05/01/1995; 60 FR 21322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,0970-AB16,0970,Administration for Children and Families,0900,Department of Health and Human Services,Block Grant Programs (Low-Income Home Energy Assistance Program--LIHEAP)--FY 93 and FY 94 Provisions,"The final rule will amend the DHHS block grant regulations to implement changes to the Low Income Home Energy Assistance Program (LIHEAP) statute which were made by the Augustus F. Hawkins Services Reauthorization Act (HRSA) of 1990 (Pub. L. 101-501) and language in the fiscal year 1993 appropriations statute (Pub. L. 102-394) that will affect grantee administration of the LIHEAP program in fiscal years 1993 and 1994. The major changes effective FY 93 and FY 94 is: -- Ending of authority to transfer LIHEAP funds to other block grant programs. This rule also contains proposed requirements for an application completion date in order for Indian tribes and tribal organizations to receive Community Service Block Grant program funds. The rule includes certain submission and completion dates for States applying for Community Services, Social Services and LIHEAP block grant funds to cover requirements under the Cash Management Improvement Act of 1990, P.L. 101-453.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,45 CFR 96,42 USC 8621 et seq,No,,,,,,,"Janet,Fox,M.,Director, Division of Energy Assistance, Office of Community Services,0970,Administration for Children and Families,ACF,202 401-9351,370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 11/16/1993; 58 FR 60498,Final Action; 08/01/1995,Deleted at Agency Request - Responsibility is transferred to ASPE.; 10/01/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,0970-AB38,0970,Administration for Children and Families,0900,Department of Health and Human Services,Statewide Automated Child Welfare Information System,"These rules implement section 13713 of the Omnibus Budget Reconciliation Act of 1993, Public Law 103-66, signed by the President on August 10, 1993.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,45 CFR 1355; 45 CFR 1356,PL 103-66,No,,,,,,,"Naomi,Marr,B.,Director, Office of Information Systems Mgmt,0970,Administration for Children and Families,ACF,202 401-6960,300 E Hubert Humphrey Building, 200 Independence Avenue SW.,Washington,DC,20201",,,,,,,,Interim Final Rule; 12/22/1993; 58 FR 87939,Final Action; 05/19/1995; 60 FR 26829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,0970-AB42,0970,Administration for Children and Families,0900,Department of Health and Human Services,"Refugee Resettlement Program: Miscellaneous, Comprehensive Changes","We are making miscellaneous, comprehensive changes to existing regulations at 45 CFR part 400.",Other Significant,Previously Published in The Unified Agenda,Completed Actions,,45 CFR 400,8 USC 1522(a)(9),No,,,,,,,"Gayle,Smith,Division of Refugee Self-Sufficiency,0970,Administration for Children and Families,ACF,202 401-9250,370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 08/12/1994; 59 FR 41417,Final Action; 06/28/1995; 60 FR 33617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,0970-AB44,0970,Administration for Children and Families,0900,Department of Health and Human Services,"Direct Payments to Indian Tribes and Tribal Organizations Under Title IV-B, Subpart 1","This rule amends the regulations governing direct payments to Indian Tribes and Indian Tribal Organizations (ITOs) for child welfare services under title IV-B, subpart 1. It will eliminate the requirement that to be eligible, Indian Tribes and ITOs must provide services under contract (or grant) with the Secretary of the Interior under section 102 of the Indian Self-Determination Act. It will also add a description of the formula used to calculate the amount of Federal funds available to eligible Tribes and ITOs under title IV-B, subpart 1.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,45 CFR 1357.40,42 USC 628,Yes,,,,,,,"Michael,Ambrose,Director, Division of Child Welfare, Children's Bureau, ACYF,0970,Administration for Children and Families,ACF,202 205-8618,P.O. Box 1182,Washington,DC,20013",,,,,,,,NPRM; 10/20/1994; 59 FR 52591,Final Action; 06/22/1995; 60 FR 28735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,0970-AB45,0970,Administration for Children and Families,0900,Department of Health and Human Services,Repatriation - Advance Approval of Costs,"This regulation requires agencies providing assistance to groups of United States citizens who are returned from foreign countries to the United States by the Department of State due to war, threat of war, civil disorder, or natural disaster to request advance approval from the Administration of Children and Families to incur expenses for preparing to implement group repatriation plans. This action is necessary in order for the Department to control the limited funding available for such activities.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,45 CFR 212,42 USC 1302; 42 USC 1313,No,,,,,,,"David,Smith,B.,Director, Division of State Legalization and Repatriation,0970,Administration for Children and Families,ACF,202 401-9255,370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,NPRM; 08/19/1994; 59 FR 42795,Final Action; 04/21/1995; 60 FR 19862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,0970-AB58,0970,Administration for Children and Families,0900,Department of Health and Human Services,AFCARS Data Element on Foster Care Payments,This regulation will add a financial data element to the AFCARS Appendices regarding the monthly amount of State and Federal foster care benefits; this data element was requested by OMB and is addressed in the preamble to the NPRM.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Completed Actions,,45 CFR 1355,42 USC 670,No,,,,,,,"Daniel,Lewis,H.,Deputy Associate Commissioner, Children's Bureau, Adm. on Children, Youth & Fami,0970,Administration for Children and Families,ACF,202 205-8594,P.O. Box 1182,Washington,DC,20013",,,,,,,,Final Action; 08/09/1995; 60 FR 40505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,0970-AB61,0970,Administration for Children and Families,0900,Department of Health and Human Services,Removal of Keys Amendment Regulations,"Effective March 31, 1995, the Social Security Administration has responsibility for the Key Amendments as part of the independent agency legislations. We are eliminating these Deppartmental rules so that Social Security can proceed with their own regulations and guidance.",Routine and Frequent,First Time Published in The Unified Agenda,Completed Actions,,45 CFR 1397,42 USC 1302,No,,,,,,,"Madeline,Mocko,Director, Office of Legislation and Budget,0970,Administration for Children and Families,ACF,202 401-9223,370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,Final Action; 05/16/1995; 60 FR 26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,0970-AB62,0970,Administration for Children and Families,0900,Department of Health and Human Services,Removal of Obsolete Family Assistance Regulation,This notice removes several obsolete provisions from the Code of Federal Regulations. Most involve work program activities which were superseded when State welfare agencies began their JOBS programs in 1989 and 1990.,"Substantive, Nonsignificant",First Time Published in The Unified Agenda,Completed Actions,,45 CFR 205; 45 CFR 224; 45 CFR 233; 45 CFR 238; 45 CFR 239; 45 CFR 240; 45 CFR 282,42 USC 1302,No,,,,,,,"Maneline,Mocko,Director, Office of Legislation and Budget,0970,Administration for Children and Families,ACF,202 401-9223,370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,Final Action; 05/17/1995; 60 FR 26373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,0970-AB63,0970,Administration for Children and Families,0900,Department of Health and Human Services,Elimination of Obsolete Block Grant Rules,"This final rule removes a number of obsolete provisions from the Code of Federal Regulations. These provisions concern program activities under the former Community Services Administration (CSA) which were superseded by Community Services Block Grant Act, enacted as part of the Omnibus Budget Reconciliation Act of 1981.","Substantive, Nonsignificant",First Time Published in The Unified Agenda,Completed Actions,,45 CFR 1010; 45 CFR 1050; 45 CFR 1060; 45 CFR 1061; 45 CFR 1064; 45 CFR 1067; 45 CFR 1068; 45 CFR 1069; 45 CFR 1070; 45 CFR 1076,42 USC 9912,No,,,,,,,"Madeline,Mocko,Director, Office of Legislation and Budget,0970,Administration for Children and Families,ACF,202 401-9223,370 L'Enfant Promenade SW.,Washington,DC,20447",,,,,,,,Final Action; 05/17/1995; 60 FR 26374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,3235-AG34,3235,Securities and Exchange Commission,,,Regulation S,"In connection with the issuance of an interpretive release relating to Regulation S, the Commission solicited comment as to whether Regulation S should be amended to impose additional restrictions on its use to impede attempts to use the regulation to evade the registration requirements of the Securities Act of 1933. The Division will consider the comments received in considering its recommendation for further Commission action.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 230.901 et seq,15 USC 77a et seq,Undetermined,,,,,,,"Mary,Cascio,Office of International Corporate Finance, Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-2990,202 942-9624,450 5th Street NW,Washington,DC,20549",,,,,,,,ANPRM; 07/10/1995; 60 FR 35563,ANPRM Comment Period End; 09/08/1995,NPRM; 04/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,3235-AG22,3235,Securities and Exchange Commission,,,Form S-4: Elimination of General Instruction G,The Division is considering recommending that the Commission propose eliminating General Instruction G from Form S-4 in view of the exemption from registration for securities issued in bank holding company formations recently enacted as part of the Riegle Community Development and Regulatory Improvement Act.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 230.406; 17 CFR 230.464; 17 CFR 230.473; 17 CFR 230.475a; 17 CFR 230.477; 17 CFR 239.25,15 USC 77c; 15 USC 77e; 15 USC 77f; 15 USC 77h; 15 USC 77j; 15 USC 77q; 15 USC 77s,Undetermined,,,,,,,"Peggy,Fisher,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-1762",,,,,,,,NPRM; 12/00/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,3235-AG33,3235,Securities and Exchange Commission,,,Extension of Reporting Requirements for Certain Issuers of Debt Securities,"In June 1994, the Commission published a release soliciting comment as to whether it is advisable to expand reporting requirements to issuers of debt securities that are traded in the over-the-counter market under certain circumstances where the issuer is not otherwise subject to periodic reporting requirements. The Division is considering whether to recommend that the Commission issue proposals to require certain obligors on debt securities to file reports with the Commission containing current information regarding their obligations.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 260,15 USC 77nnn,Undetermined,,,,,,,"Joseph,Babits,P.,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-2910",,,,,,,,ANPRM; 06/07/1994; 59 FR 29398,NPRM; 09/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,3235-AG35,3235,Securities and Exchange Commission,,,Safe Harbor for Forward-Looking Statements,"The Commission issued a concept release in October 1994 regarding disclosure of forward-looking information and the effectiveness of the safe harbor provisions for that type of disclosure. The concept release requested public comments and announced that public hearings would be held. The Division is reviewing public testimony and comment letters in order to evaluate the safe harbor provisions and recommend to the Commission, if appropriate and consistent with the protection of investors, proposed amendments to these provisions in order to more effectively encourage the dissemination of forward-looking information.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 230.175,15 USC 77a et seq; 15 USC 78a et seq,Undetermined,,,,,,,"James,Budge,R.,Division of Corporation Finance,3235,Securities and Exchange Commission,SEC,202 942-2950,Division of Corporation Finance, 450 5th Street NW,Washington,DC,20549",,,,,,,,ANPRM; 10/19/1994; 59 FR 52723,NPRM; 03/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,3235-AD21,3235,Securities and Exchange Commission,,,Investment Advisers: Registration and Annual Supplement Forms,"The Division of Investment Management is considering whether to recommend that the Commission revise Form ADV, the investment adviser registration form, and related rules to: (1) request information related to the Commission's enforcement authority, (2) enhance disclosure of information about the advisory relationship provided to clients and prospective clients, and (3) require annual amendment of the form.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 275; 17 CFR 279,15 USC 78o(b)(1); 15 USC 78w(a); 15 USC 80b-3; 15 USC 80b-4; 15 USC 80b-6A; 15 USC 80b-11,Undetermined,,,,,,,"Karen,Garnett,J.,Office of Disclosure and Investment Adviser Regulation-Division of Investment Ma,3235,Securities and Exchange Commission,SEC,202 942-0728",,,,,,,,NPRM; 04/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,3235-AA47,3235,Securities and Exchange Commission,,,Unit Investment Trusts: Simplification of Registration Statements and Advertising Rules,"The Commission has reproposed for public comment Form N-7, a new form for registering unit investment trusts (UITs) and their securities under the Investment Company Act and the Securities Act. Adoption of Form N-7 would: (1) codify the disclosure requirements for UITs into one form; (2) codify the disclosure standards that have been developed for UITs; and (3) shorten and simplify the prospectus used in connection with the sale of units in both the initial offering and in the secondary market maintained by the sponsor. The requirement for audited financial statements would be eliminated under certain circumstances. Under the reproposal, the requirement that registrants include certain third-party financial statements in the registration statement would be extended to insurers as well as guarantors of portfolio securities of the trust. The Division of Investment Management was also considering a recommendation to the Commission of a rule proposal that would standardize yields advertised by certain unit investment trusts. The Division is now considering this matter under a separate rulemaking proposal.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 239.16; 17 CFR 274.12,15 USC 80a-8; 15 USC 77g; 15 USC 77j,Yes,,,,,,,"Anthony,Bosch,R.,Office of Disclosure and Investment Adviser Regulation-Division of Investment Ma,3235,Securities and Exchange Commission,SEC,202 942-0528,Division of Market Regulation, 450 5th Street NW,Washington,DC,20549",,,,,,,,NPRM; 05/23/1985; 50 FR 21282,Comment Period End; 07/31/1985,Reproposing Release; 03/17/1987; 52 FR 8268,NPRM Comment Period End; 05/18/1987,NPRM; 09/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,3235-AE46,3235,Securities and Exchange Commission,,,Certain Investment Company Registration Forms,"The Division of Investment Management is reviewing the requirements of Form N-1A, the registration form for all open-end management investment companies registering under the Securities Act and the Investment Company Act. The review will focus on ways to update and improve the disclosure requirements of the form. The Division will also be addressing the incorporation by reference rules in the investment company registration forms.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 230.482; 17 CFR 239.15; 17 CFR 274.11; 17 CFR 239.23; 17 CFR 239.15A; 17 CFR 274.11A; 17 CFR 239.17a; 17 CFR 274.11b; 17 CFR 239.17b; 17 CFR 274.11c,15 USC 77a et seq; 15 USC 80a-1 et seq,Undetermined,,,,,,,"Martha,Platt,H.,Office of Disclosure and Investment Adviser Regulation-Division of Investment Ma,3235,Securities and Exchange Commission,SEC,202 942-0725,Division of Investment Management, 450 5th Street NW,Washington,DC,20549",,,,,,,,NPRM; 03/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,3235-AE95,3235,Securities and Exchange Commission,,,Exemption for Finance Subsidiaries of Certain Banks and Insurance Companies,The Division of Investment Management is considering whether to recommend that the Commission propose amendments to rule 3a-5 to permit finance subsidiaries of U.S. banks and insurance companies to rely on the rule.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 270.3a-5,15 USC 80a-6(c); 15 USC 80a-37(a),Undetermined,,,,,,,"Holly,Hill-Little,Office of Regulatory Policy, Division of Investment Management,3235,Securities and Exchange Commission,SEC,202 942-0978",,,,,,,,NPRM; 12/00/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,3235-AF57,3235,Securities and Exchange Commission,,,Assignments of Advisory Contracts: Temporary Exemptions,"The Division is considering whether to recommend that the Commission propose to amend rule 15a-4 to permit an adviser conditionally to serve at the prior contract's fee during a short interim period, prior to shareholder approval of the new contract and following an ""unforeseeable"" or ""uncontrollable"" assignment of the advisory contract, e.g., triggered by an acquisition of the parent company of the adviser where the fund and adviser are not informed sufficiently in advance to obtain shareholder approval.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 270.15a-4,15 USC 80a-6(c); 15 USC 80a-37(a),Undetermined,,,,,,,"Elizabeth,Krentzman,R.,Office of Regulatory Policy, Division of Investment Management,3235,Securities and Exchange Commission,SEC,202 942-0687,Division of Investment Management, 450 5th Street NW,Washington,DC,20549",,,,,,,,NPRM; 02/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,3235-AF70,3235,Securities and Exchange Commission,,,Custody of Investments by a Registered Management Investment Company,"The Division of Investment Management is considering whether to recommend that the Commission propose amendments to rule 17f-2 under the Investment Company Act, which governs the circumstances under which the securities and similar investments of a registered management investment company may be maintained in the custody of such company.","Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 270.17f-2,15 USC 80a-17(f); 15 USC 80a-6(c); 15 USC 80a-37(a),Undetermined,,,,,,,"Thomas,Kerwin,M. J.,Office of Regulatory Policy, Division of Investment Management,3235,Securities and Exchange Commission,SEC,202 942-0690",,,,,,,,NPRM; 12/00/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,3235-AF78,3235,Securities and Exchange Commission,,,PUHCA: Exemption for Certain Acquisitions of Foreign Utility Companies,The proposed rule is intended to provide a safe harbor for the acquisition of one or more foreign utility companies by a registered holding company.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 250.55; 17 CFR 259.5s0 (Revision),15 USC 79(t); 15 USC 79(n),No,,,,,,,"David,LaRoche,R.,Office of Public Utility Regulation, Division of Investment Management,3235,Securities and Exchange Commission,SEC,202 942-0559",,,,,,,,NPRM; 03/08/1993; 58 FR 13719,NPRM Comment Period End; 04/14/1993,NPRM; 03/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199510,3235-AF79,3235,Securities and Exchange Commission,,,Status of Subsidiary Companies Formed to Hold Interests in Foreign Utility Companies,The proposed rule clarifies that a subsidiary of a registered holding company which is engaged exclusively in the business of owning an interest in one or more foreign utility companies shall be deemed to be a foreign utility company.,"Substantive, Nonsignificant",Previously Published in The Unified Agenda,Proposed Rule Stage,,17 CFR 250.56,15 USC 79(t),No,,,,,,,"David,LaRoche,R.,Office of Public Utility Regulation, Division of Investment Management,3235,Securities and Exchange Commission,SEC,202 942-0559",,,,,,,,NPRM; 03/08/1993; 58 FR 13719,NPRM Comment Period End; 04/14/1993,NPRM; 03/00/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
